id,type,group,pattern,group_color,perceived_color,index,section,garment_group,category,simplified_pattern,color_gategory
0792490002,Sweater,Garment Upper body,All over pattern,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,printed,neutral
0792507001,Sweater,Garment Upper body,Mesh,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,structured,neutral
0792517001,Sweater,Garment Upper body,Metallic,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,structured,neutral
0792517002,Sweater,Garment Upper body,Metallic,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,structured,neutral
0792521002,Sweater,Garment Upper body,Glittering/Metallic,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,structured,neutral
0792521003,Sweater,Garment Upper body,Glittering/Metallic,Light Pink,Pink,Divided,Divided Collection,Jersey Fancy,upper_body,structured,warm
0792521005,Sweater,Garment Upper body,All over pattern,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,printed,neutral
0792521006,Sweater,Garment Upper body,Dot,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,printed,neutral
0792604001,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,neutral
0792604002,Top,Garment Upper body,Solid,Light Beige,Beige,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,other
0792612001,Trousers,Garment Lower body,All over pattern,Light Pink,Pink,Children Sizes 92-140,Kids Girl,Trousers,lower_body,printed,warm
0792612002,Trousers,Garment Lower body,All over pattern,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Trousers,lower_body,printed,cool
0792641002,Sweater,Garment Upper body,Solid,Off White,White,Children Sizes 92-140,Kids Girl,Knitwear,upper_body,solid,neutral
0792643001,Sweater,Garment Upper body,Dot,Dark Beige,Beige,Children Sizes 92-140,Kids Girl,Knitwear,upper_body,printed,neutral
0792643002,Sweater,Garment Upper body,Stripe,Dark Pink,Pink,Children Sizes 92-140,Kids Girl,Knitwear,upper_body,unknown,other
0792643003,Sweater,Garment Upper body,Stripe,Light Pink,Pink,Children Sizes 92-140,Kids Girl,Knitwear,upper_body,unknown,warm
0792695001,Dress,Garment Full body,All over pattern,Yellowish Brown,Brown,Divided,Divided Collection,Dresses Ladies,one_piece,printed,other
0792695004,Dress,Garment Full body,All over pattern,White,White,Divided,Divided Collection,Dresses Ladies,one_piece,printed,neutral
0792695008,Dress,Garment Full body,All over pattern,Red,Red,Divided,Divided Collection,Dresses Ladies,one_piece,printed,warm
0792744002,Sweater,Garment Upper body,Application/3D,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Knitwear,upper_body,printed,cool
0792753001,Dress,Garment Full body,Other structure,Dark Blue,Blue,Ladieswear,Womens Tailoring,Dresses Ladies,one_piece,structured,cool
0792753002,Dress,Garment Full body,Other structure,Off White,White,Ladieswear,Womens Tailoring,Dresses Ladies,one_piece,structured,neutral
0792782001,Sweater,Garment Upper body,Melange,Black,Black,Menswear,Contemporary Smart,Knitwear,upper_body,solid,neutral
0792782002,Sweater,Garment Upper body,Solid,Light Grey,Grey,Menswear,Contemporary Smart,Knitwear,upper_body,solid,neutral
0792851001,Dress,Garment Full body,Solid,Black,Black,Divided,Divided Collection,Dresses Ladies,one_piece,solid,neutral
0792851002,Dress,Garment Full body,Glittering/Metallic,Black,Black,Divided,Divided Collection,Dresses Ladies,one_piece,structured,neutral
0792851003,Dress,Garment Full body,Solid,Pink,Red,Divided,Divided Collection,Dresses Ladies,one_piece,solid,warm
0792882001,T-shirt,Garment Upper body,Front print,White,White,Menswear,Contemporary Casual,Jersey Fancy,upper_body,printed,neutral
0792882002,T-shirt,Garment Upper body,Front print,Black,Black,Menswear,Contemporary Casual,Jersey Fancy,upper_body,printed,neutral
0792899001,T-shirt,Garment Upper body,Treatment,Black,Black,Menswear,Contemporary Street,Jersey Fancy,upper_body,structured,neutral
0792899002,T-shirt,Garment Upper body,Treatment,Greenish Khaki,Khaki green,Menswear,Contemporary Street,Jersey Fancy,upper_body,structured,cool
0792900001,Top,Garment Upper body,All over pattern,Light Beige,White,Ladieswear,Mama,Jersey Fancy,upper_body,printed,other
0792944001,Sweater,Garment Upper body,Solid,Black,Black,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,neutral
0792944002,Sweater,Garment Upper body,Solid,Beige,Mole,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,neutral
0793018001,Sweater,Garment Upper body,Stripe,Dark Green,Green,Menswear,Contemporary Smart,Knitwear,upper_body,unknown,cool
0793018002,Sweater,Garment Upper body,Stripe,Yellowish Brown,Brown,Menswear,Contemporary Smart,Knitwear,upper_body,unknown,other
0793045002,Blouse,Garment Upper body,Solid,Off White,White,Ladieswear,Womens Tailoring,Blouses,upper_body,solid,neutral
0793056001,Sweater,Garment Upper body,Solid,Black,Black,Menswear,Contemporary Street,Knitwear,upper_body,solid,neutral
0793056002,Sweater,Garment Upper body,Solid,Light Beige,Mole,Menswear,Contemporary Street,Knitwear,upper_body,solid,other
0793066001,T-shirt,Garment Upper body,Treatment,Dark Grey,Grey,Menswear,Contemporary Street,Jersey Fancy,upper_body,structured,neutral
0793066002,T-shirt,Garment Upper body,Treatment,Beige,Mole,Menswear,Contemporary Street,Jersey Fancy,upper_body,structured,neutral
0793099001,Trousers,Garment Lower body,Denim,Off White,White,Ladieswear,Womens Casual,Trousers,lower_body,structured,neutral
0793099004,Trousers,Garment Lower body,Denim,Light Blue,Blue,Ladieswear,Womens Casual,Trousers,lower_body,structured,cool
0793104001,T-shirt,Garment Upper body,Solid,White,White,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,neutral
0793104002,T-shirt,Garment Upper body,Solid,Black,Black,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,neutral
0793104003,T-shirt,Garment Upper body,Solid,Light Pink,Pink,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,warm
0793104004,T-shirt,Garment Upper body,Solid,Dark Red,Red,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,warm
0793104005,T-shirt,Garment Upper body,Solid,Beige,Mole,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,neutral
0793104007,T-shirt,Garment Upper body,Solid,Light Beige,Beige,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,other
0793104010,T-shirt,Garment Upper body,Melange,Grey,Grey,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,neutral
0793104011,T-shirt,Garment Upper body,Solid,Dark Purple,Lilac Purple,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,purple
0793104012,T-shirt,Garment Upper body,Solid,Green,Green,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,cool
0793104014,T-shirt,Garment Upper body,Solid,Dark Red,Red,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,warm
0793104018,T-shirt,Garment Upper body,Solid,Dark Purple,Lilac Purple,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,purple
0793104019,T-shirt,Garment Upper body,Solid,Greenish Khaki,Khaki green,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,cool
0793170001,Blouse,Garment Upper body,All over pattern,Black,Black,Children Sizes 134-170,Young Girl,Dresses/Skirts girls,upper_body,printed,neutral
0793170002,Blouse,Garment Upper body,All over pattern,Dark Blue,Blue,Children Sizes 134-170,Young Girl,Dresses/Skirts girls,upper_body,printed,cool
0793170008,Blouse,Garment Upper body,All over pattern,Light Orange,Pink,Children Sizes 134-170,Young Girl,Dresses/Skirts girls,upper_body,printed,warm
0793184001,Dress,Garment Full body,Solid,Black,Black,Ladieswear,Mama,Jersey Fancy,one_piece,solid,neutral
0793184002,Dress,Garment Full body,Solid,Greenish Khaki,Khaki green,Ladieswear,Mama,Jersey Fancy,one_piece,solid,cool
0793184003,Dress,Garment Full body,Solid,Dark Orange,Red,Ladieswear,Mama,Jersey Fancy,one_piece,solid,warm
0793218004,Trousers,Garment Lower body,Denim,Black,Black,Ladieswear,Ladies Denim,Trousers Denim,lower_body,structured,neutral
0793218005,Trousers,Garment Lower body,Denim,Blue,Blue,Ladieswear,Ladies Denim,Trousers Denim,lower_body,structured,cool
0793218006,Trousers,Garment Lower body,Denim,Blue,Blue,Ladieswear,Ladies Denim,Trousers Denim,lower_body,structured,cool
0793249001,Dress,Garment Full body,Solid,Light Pink,Pink,Children Sizes 92-140,Kids Girl,Dresses/Skirts girls,one_piece,solid,warm
0793318001,Trousers,Garment Lower body,Denim,Black,Black,Ladieswear,Ladies Denim,Trousers Denim,lower_body,structured,neutral
0793348001,Dress,Garment Full body,Other pattern,Black,Black,Ladieswear,Womens Tailoring,Jersey Fancy,one_piece,other,neutral
0793368001,Trousers,Garment Lower body,Denim,Blue,Blue,Menswear,Denim Men,Trousers Denim,lower_body,structured,cool
0793368002,Trousers,Garment Lower body,Denim,Dark Grey,Grey,Menswear,Denim Men,Trousers Denim,lower_body,structured,neutral
0793378001,T-shirt,Garment Upper body,Sequin,Dark Turquoise,Turquoise,Divided,Divided Collection,Jersey Fancy,upper_body,printed,cool
0793378002,T-shirt,Garment Upper body,Placement print,White,White,Divided,Divided Collection,Jersey Fancy,upper_body,printed,neutral
0793378003,T-shirt,Garment Upper body,Glittering/Metallic,Black,Black,Divided,Divided Collection,Jersey Fancy,upper_body,structured,neutral
0793385005,Sweater,Garment Upper body,Jacquard,Dark Grey,Unknown,Ladieswear,Womens Casual,Knitwear,upper_body,printed,neutral
0793385006,Sweater,Garment Upper body,Jacquard,Red,Red,Ladieswear,Womens Casual,Knitwear,upper_body,printed,warm
0793385007,Sweater,Garment Upper body,Jacquard,Grey,Grey,Ladieswear,Womens Casual,Knitwear,upper_body,printed,neutral
0793392001,Dress,Garment Full body,Embroidery,Black,Black,Divided,Divided Projects,Dresses Ladies,one_piece,printed,neutral
0793393001,Dress,Garment Full body,All over pattern,Light Turquoise,Turquoise,Divided,Divided Projects,Dresses Ladies,one_piece,printed,cool
0793395002,Dress,Garment Full body,Solid,Turquoise,Turquoise,Divided,Divided Projects,Dresses Ladies,one_piece,solid,cool
0793397002,Dress,Garment Full body,All over pattern,Black,Black,Divided,Divided Projects,Dresses Ladies,one_piece,printed,neutral
0793411003,Top,Garment Upper body,Lace,White,White,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,printed,neutral
0793526001,Dress,Garment Full body,Solid,Red,Red,Divided,Divided Projects,Dresses Ladies,one_piece,solid,warm
0793526002,Dress,Garment Full body,All over pattern,Light Blue,Blue,Divided,Divided Projects,Dresses Ladies,one_piece,printed,cool
0793573001,Dress,Garment Full body,All over pattern,Black,Black,Ladieswear,Mama,Jersey Fancy,one_piece,printed,neutral
0793573002,Dress,Garment Full body,Solid,Black,Black,Ladieswear,Mama,Jersey Fancy,one_piece,solid,neutral
0793586001,Dress,Garment Full body,Melange,Dark Blue,Blue,Ladieswear,Mama,Jersey Fancy,one_piece,solid,cool
0793589001,Dress,Garment Full body,All over pattern,Dark Red,Red,Ladieswear,Mama,Jersey Fancy,one_piece,printed,warm
0793592001,T-shirt,Garment Upper body,Solid,Dark Yellow,Brown,Baby Sizes 50-98,Baby Essentials & Complements,Woven/Jersey/Knitted mix Baby,upper_body,solid,warm
0793592002,T-shirt,Garment Upper body,Solid,Dark Pink,Pink,Baby Sizes 50-98,Baby Essentials & Complements,Woven/Jersey/Knitted mix Baby,upper_body,solid,other
0793592003,T-shirt,Garment Upper body,Solid,Off White,White,Baby Sizes 50-98,Baby Essentials & Complements,Woven/Jersey/Knitted mix Baby,upper_body,solid,neutral
0793612001,Sweater,Garment Upper body,Solid,Dark Grey,Grey,Menswear,Contemporary Street,Knitwear,upper_body,solid,neutral
0793612002,Sweater,Garment Upper body,Solid,White,White,Menswear,Contemporary Street,Knitwear,upper_body,solid,neutral
0793613001,Sweater,Garment Upper body,Solid,Black,Black,Menswear,Contemporary Street,Knitwear,upper_body,solid,neutral
0793613002,Sweater,Garment Upper body,Solid,Greyish Beige,Mole,Menswear,Contemporary Street,Knitwear,upper_body,solid,neutral
0793660001,Dress,Garment Full body,All over pattern,Dark Blue,Blue,Children Sizes 134-170,Young Girl,Dresses/Skirts girls,one_piece,printed,cool
0793660002,Dress,Garment Full body,All over pattern,Dark Red,Red,Children Sizes 134-170,Young Girl,Dresses/Skirts girls,one_piece,printed,warm
0793683001,Sweater,Garment Upper body,Application/3D,Dark Green,Green,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,printed,cool
0793683002,Sweater,Garment Upper body,All over pattern,Beige,Mole,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,printed,neutral
0793685001,T-shirt,Garment Upper body,Application/3D,Yellow,Yellow,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,printed,warm
0793685002,T-shirt,Garment Upper body,Application/3D,Grey,Grey,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,printed,neutral
0793685003,T-shirt,Garment Upper body,Front print,Dark Blue,Blue,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,printed,cool
0793699001,Dress,Garment Full body,Sequin,Black,Black,Divided,Divided Collection,Dresses Ladies,one_piece,printed,neutral
0793704001,T-shirt,Garment Upper body,Solid,Black,Black,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,neutral
0793704002,T-shirt,Garment Upper body,Solid,White,White,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,neutral
0793704003,T-shirt,Garment Upper body,Solid,Dark Grey,Grey,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,neutral
0793704004,T-shirt,Garment Upper body,Solid,Greenish Khaki,Khaki green,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,cool
0793704005,T-shirt,Garment Upper body,Solid,Dark Beige,Beige,Menswear,Contemporary Street,Jersey Fancy,upper_body,solid,neutral
0793760001,Trousers,Garment Lower body,Solid,Black,Black,Children Sizes 134-170,Young Boy,Trousers,lower_body,solid,neutral
0793760002,Trousers,Garment Lower body,Solid,Dark Grey,Grey,Children Sizes 134-170,Young Boy,Trousers,lower_body,solid,neutral
0793779001,Trousers,Garment Lower body,Melange,Off White,White,Menswear,Contemporary Smart,Trousers,lower_body,solid,neutral
0793839001,Trousers,Garment Lower body,Denim,Dark Blue,Blue,Children Sizes 92-140,Kids Boy,Trousers Denim,lower_body,structured,cool
0793839002,Trousers,Garment Lower body,Denim,Black,Black,Children Sizes 92-140,Kids Boy,Trousers Denim,lower_body,structured,neutral
0793848004,Top,Garment Upper body,All over pattern,Light Beige,Beige,Ladieswear,Womens Trend,Jersey Fancy,upper_body,printed,other
0793848005,Top,Garment Upper body,All over pattern,Light Beige,Beige,Ladieswear,Womens Trend,Jersey Fancy,upper_body,printed,other
0793850001,Trousers,Garment Lower body,Solid,Black,Black,Ladieswear,Womens Trend,Jersey Fancy,lower_body,solid,neutral
0793850004,Trousers,Garment Lower body,Solid,Light Beige,Beige,Ladieswear,Womens Trend,Jersey Fancy,lower_body,solid,other
0793851005,Sweater,Garment Upper body,Melange,Beige,Grey,Ladieswear,Womens Trend,Jersey Fancy,upper_body,solid,neutral
0793851006,Sweater,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Trend,Jersey Fancy,upper_body,solid,neutral
0793852001,Trousers,Garment Lower body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Trousers,lower_body,solid,neutral
0793855001,Dress,Garment Full body,All over pattern,Light Beige,Beige,Ladieswear,Womens Trend,Jersey Fancy,one_piece,printed,other
0793855002,Dress,Garment Full body,Jacquard,Black,Black,Ladieswear,Womens Trend,Jersey Fancy,one_piece,printed,neutral
0793855004,Dress,Garment Full body,All over pattern,Light Beige,Beige,Ladieswear,Womens Trend,Jersey Fancy,one_piece,printed,other
0793856003,T-shirt,Garment Upper body,Solid,White,Unknown,Ladieswear,Womens Trend,Jersey Fancy,upper_body,solid,neutral
0793856004,T-shirt,Garment Upper body,Solid,Yellow,Yellow,Ladieswear,Womens Trend,Jersey Fancy,upper_body,solid,warm
0793856005,T-shirt,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Trend,Jersey Fancy,upper_body,solid,neutral
0793857001,Trousers,Garment Lower body,Denim,Black,Black,Children Sizes 134-170,Young Boy,Trousers Denim,lower_body,structured,neutral
0793857002,Trousers,Garment Lower body,Denim,Black,Black,Children Sizes 134-170,Young Boy,Trousers Denim,lower_body,structured,neutral
0793875001,Dress,Garment Full body,Solid,Black,Black,Divided,Divided Selected,Dresses Ladies,one_piece,solid,neutral
0793878001,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Casual,Jersey Fancy,upper_body,solid,neutral
0793878003,Top,Garment Upper body,All over pattern,Off White,White,Ladieswear,Womens Casual,Jersey Fancy,upper_body,printed,neutral
0793878004,Top,Garment Upper body,Stripe,White,White,Ladieswear,Womens Casual,Jersey Fancy,upper_body,unknown,neutral
0793886001,Dress,Garment Full body,Denim,Green,Khaki green,Ladieswear,Ladies Denim,Trousers Denim,one_piece,structured,cool
0793886002,Blouse,Garment Upper body,Denim,Blue,Blue,Ladieswear,Ladies Denim,Trousers Denim,upper_body,structured,cool
0793886004,Dress,Garment Full body,Denim,Dark Blue,Blue,Ladieswear,Ladies Denim,Trousers Denim,one_piece,structured,cool
0793888001,T-shirt,Garment Upper body,Mixed solid/pattern,Dark Blue,Blue,Baby Sizes 50-98,Baby Boy,Jersey Fancy,upper_body,printed,cool
0793893001,Sweater,Garment Upper body,Solid,Dark Blue,Blue,Menswear,Men Suits & Tailoring,Knitwear,upper_body,solid,cool
0793893002,Sweater,Garment Upper body,Solid,Dark Beige,Beige,Menswear,Men Suits & Tailoring,Knitwear,upper_body,solid,neutral
0793893003,Sweater,Garment Upper body,Melange,Grey,Grey,Menswear,Men Suits & Tailoring,Knitwear,upper_body,solid,neutral
0793945001,Dress,Garment Full body,All over pattern,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Jersey Fancy,one_piece,printed,cool
0793945002,Dress,Garment Full body,All over pattern,Light Beige,Beige,Children Sizes 92-140,Kids Girl,Jersey Fancy,one_piece,printed,other
0793962001,Dress,Garment Full body,All over pattern,Black,Black,Ladieswear,Womens Tailoring,Jersey Fancy,one_piece,printed,neutral
0793962002,Dress,Garment Full body,Solid,Dark Blue,Blue,Ladieswear,Womens Tailoring,Jersey Fancy,one_piece,solid,cool
0794007001,Trousers,Garment Lower body,Treatment,Black,Black,Ladieswear,Womens Everyday Collection,Trousers,lower_body,structured,neutral
0794047001,T-shirt,Garment Upper body,Front print,White,White,Children Sizes 134-170,Young Boy,Jersey Fancy,upper_body,printed,neutral
0794047002,T-shirt,Garment Upper body,Front print,Dark Blue,Blue,Children Sizes 134-170,Young Boy,Jersey Fancy,upper_body,printed,cool
0794047003,T-shirt,Garment Upper body,Front print,White,White,Children Sizes 134-170,Young Boy,Jersey Fancy,upper_body,printed,neutral
0794047004,T-shirt,Garment Upper body,Front print,White,White,Children Sizes 134-170,Young Boy,Jersey Fancy,upper_body,printed,neutral
0794047005,T-shirt,Garment Upper body,Colour blocking,White,White,Children Sizes 134-170,Young Boy,Jersey Fancy,upper_body,structured,neutral
0794047006,T-shirt,Garment Upper body,Front print,Black,Black,Children Sizes 134-170,Young Boy,Jersey Fancy,upper_body,printed,neutral
0794065001,Trousers,Garment Lower body,Dot,White,White,Ladieswear,Womens Trend,Trousers,lower_body,printed,neutral
0794073001,Blouse,Garment Upper body,Solid,Light Beige,Beige,Ladieswear,H&M+,Blouses,upper_body,solid,other
0794073002,Blouse,Garment Upper body,Solid,Dark Grey,Unknown,Ladieswear,H&M+,Blouses,upper_body,solid,neutral
0794094001,Blouse,Garment Upper body,All over pattern,Off White,White,Ladieswear,Womens Everyday Collection,Blouses,upper_body,printed,neutral
0794095002,Trousers,Garment Lower body,Solid,Dark Blue,Blue,Ladieswear,H&M+,Trousers,lower_body,solid,cool
0794157001,Sweater,Garment Upper body,Check,White,White,Children Sizes 134-170,Young Girl,Knitwear,upper_body,structured,neutral
0794157002,Sweater,Garment Upper body,Check,Red,Red,Children Sizes 134-170,Young Girl,Knitwear,upper_body,structured,warm
0794216001,Trousers,Garment Lower body,Solid,Beige,Beige,Menswear,Men Suits & Tailoring,Trousers,lower_body,solid,neutral
0794216002,Trousers,Garment Lower body,Solid,Dark Blue,Blue,Menswear,Men Suits & Tailoring,Trousers,lower_body,solid,cool
0794216003,Trousers,Garment Lower body,Solid,Yellowish Brown,Brown,Menswear,Men Suits & Tailoring,Trousers,lower_body,solid,other
0794220001,Dress,Garment Full body,Solid,Dark Red,Red,Baby Sizes 50-98,Baby Girl,Woven/Jersey/Knitted mix Baby,one_piece,solid,warm
0794221002,Trousers,Garment Lower body,Contrast,Black,Grey,Children Sizes 92-140,Kids Girl,Jersey Fancy,lower_body,printed,neutral
0794221004,Trousers,Garment Lower body,Sequin,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Jersey Fancy,lower_body,printed,cool
0794221007,Trousers,Garment Lower body,Contrast,Black,Black,Children Sizes 92-140,Kids Girl,Jersey Fancy,lower_body,printed,neutral
0794221009,Trousers,Garment Lower body,Sequin,Black,Black,Children Sizes 92-140,Kids Girl,Jersey Fancy,lower_body,printed,neutral
0794221010,Trousers,Garment Lower body,Sequin,Black,Black,Children Sizes 92-140,Kids Girl,Jersey Fancy,lower_body,printed,neutral
0794221011,Trousers,Garment Lower body,Contrast,Dark Beige,Beige,Children Sizes 92-140,Kids Girl,Jersey Fancy,lower_body,printed,neutral
0794221012,Trousers,Garment Lower body,All over pattern,Dark Pink,Pink,Children Sizes 92-140,Kids Girl,Jersey Fancy,lower_body,printed,other
0794221014,Trousers,Garment Lower body,All over pattern,Light Beige,White,Children Sizes 92-140,Kids Girl,Jersey Fancy,lower_body,printed,other
0794238001,Blouse,Garment Upper body,Dot,White,White,Children Sizes 134-170,Young Girl,Dresses/Skirts girls,upper_body,printed,neutral
0794238002,Blouse,Garment Upper body,Solid,Yellow,Yellow,Children Sizes 134-170,Young Girl,Dresses/Skirts girls,upper_body,solid,warm
0794258001,Dress,Garment Full body,Lace,Light Pink,Pink,Baby Sizes 50-98,Baby Girl,Jersey Fancy,one_piece,printed,warm
0794362001,Trousers,Garment Lower body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,lower_body,solid,neutral
0794378001,Dress,Garment Full body,Solid,White,White,Divided,Divided Selected,Dresses Ladies,one_piece,solid,neutral
0794378002,Dress,Garment Full body,Solid,Beige,Beige,Divided,Divided Selected,Dresses Ladies,one_piece,solid,neutral
0794378003,Dress,Garment Full body,Solid,Black,Black,Divided,Divided Selected,Dresses Ladies,one_piece,solid,neutral
0794389001,Dress,Garment Full body,Solid,Black,Black,Ladieswear,Womens Tailoring,Jersey Fancy,one_piece,solid,neutral
0794389002,Dress,Garment Full body,Solid,Dark Blue,Blue,Ladieswear,Womens Tailoring,Jersey Fancy,one_piece,solid,cool
0794389003,Dress,Garment Full body,Solid,Yellowish Brown,Brown,Ladieswear,Womens Tailoring,Jersey Fancy,one_piece,solid,other
0794389004,Dress,Garment Full body,All over pattern,White,White,Ladieswear,Womens Tailoring,Jersey Fancy,one_piece,printed,neutral
0794454001,Dress,Garment Full body,All over pattern,Black,Black,Divided,Divided Collection,Dresses Ladies,one_piece,printed,neutral
0794454002,Dress,Garment Full body,All over pattern,Light Beige,Beige,Divided,Divided Collection,Dresses Ladies,one_piece,printed,other
0794455001,Dress,Garment Full body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,one_piece,solid,neutral
0794468001,Dress,Garment Full body,Solid,Black,Black,Divided,Divided Collection,Dresses Ladies,one_piece,solid,neutral
0794468002,Dress,Garment Full body,All over pattern,Black,Black,Divided,Divided Collection,Dresses Ladies,one_piece,printed,neutral
0794468003,Dress,Garment Full body,All over pattern,Dark Red,Red,Divided,Divided Collection,Dresses Ladies,one_piece,printed,warm
0794477002,Trousers,Garment Lower body,Contrast,Dark Blue,Blue,Menswear,Contemporary Smart,Trousers,lower_body,printed,cool
0794484001,Trousers,Garment Lower body,Solid,Dark Red,Red,Ladieswear,Mama,Trousers,lower_body,solid,warm
0794494003,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,neutral
0794535001,Dress,Garment Full body,Solid,Black,Black,Divided,Divided Basics,Jersey Basic,one_piece,solid,neutral
0794535002,Dress,Garment Full body,Stripe,Black,Black,Divided,Divided Basics,Jersey Basic,one_piece,unknown,neutral
0794538001,Sweater,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Knitwear,upper_body,solid,neutral
0794538003,Sweater,Garment Upper body,Solid,Beige,Beige,Ladieswear,Womens Everyday Collection,Knitwear,upper_body,solid,neutral
0794538006,Sweater,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Knitwear,upper_body,solid,neutral
0794566002,Dress,Garment Full body,All over pattern,Dark Red,Red,Ladieswear,Womens Tailoring,Dresses Ladies,one_piece,printed,warm
0794566003,Dress,Garment Full body,All over pattern,Beige,Beige,Ladieswear,Womens Tailoring,Dresses Ladies,one_piece,printed,neutral
0794567001,Blouse,Garment Upper body,All over pattern,Dark Blue,Blue,Ladieswear,Mama,Blouses,upper_body,printed,cool
0794567002,Blouse,Garment Upper body,Solid,Red,Pink,Ladieswear,Mama,Blouses,upper_body,solid,warm
0794574001,Blouse,Garment Upper body,All over pattern,Light Beige,Beige,Divided,Divided Collection,Blouses,upper_body,printed,other
0794574002,Blouse,Garment Upper body,All over pattern,Light Yellow,Yellow,Divided,Divided Collection,Blouses,upper_body,printed,warm
0794618001,Blouse,Garment Upper body,Solid,Light Blue,Blue,Ladieswear,Mama,Blouses,upper_body,solid,cool
0794620001,Sweater,Garment Upper body,Melange,Light Grey,Grey,Menswear,Contemporary Casual,Knitwear,upper_body,solid,neutral
0794620002,Sweater,Garment Upper body,Solid,Black,Black,Menswear,Contemporary Casual,Knitwear,upper_body,solid,neutral
0794620003,Sweater,Garment Upper body,Solid,Dark Beige,Brown,Menswear,Contemporary Casual,Knitwear,upper_body,solid,neutral
0794620004,Sweater,Garment Upper body,Solid,Greenish Khaki,Khaki green,Menswear,Contemporary Casual,Knitwear,upper_body,solid,cool
0794643001,Blouse,Garment Upper body,All over pattern,Dark Green,Green,Divided,Divided Collection,Blouses,upper_body,printed,cool
0794643002,Blouse,Garment Upper body,Solid,Black,Black,Divided,Divided Collection,Blouses,upper_body,solid,neutral
0794646001,Blouse,Garment Upper body,All over pattern,Light Grey,Grey,Divided,Divided Projects,Blouses,upper_body,printed,neutral
0794669001,Dress,Garment Full body,Solid,Pink,Pink,Baby Sizes 50-98,Baby Essentials & Complements,Jersey Fancy,one_piece,solid,warm
0794760001,Dress,Garment Full body,Jacquard,Off White,White,Ladieswear,Womens Everyday Collection,Dresses Ladies,one_piece,printed,neutral
0794760002,Dress,Garment Full body,Jacquard,Black,Black,Ladieswear,Womens Everyday Collection,Dresses Ladies,one_piece,printed,neutral
0794760003,Dress,Garment Full body,Jacquard,Dark Turquoise,Turquoise,Ladieswear,Womens Everyday Collection,Dresses Ladies,one_piece,printed,cool
0794760006,Dress,Garment Full body,Jacquard,Beige,Beige,Ladieswear,Womens Everyday Collection,Dresses Ladies,one_piece,printed,neutral
0794768003,Sweater,Garment Upper body,Melange,Grey,Grey,Ladieswear,Womens Casual,Knitwear,upper_body,solid,neutral
0794768006,Sweater,Garment Upper body,Solid,Yellow,Yellow,Ladieswear,Womens Casual,Knitwear,upper_body,solid,warm
0794768010,Sweater,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Casual,Knitwear,upper_body,solid,neutral
